FBgn	Symbol	FullName	Symbol_synonym(s)
FBgn0000319	Chc	Clathrin heavy chain	CG9012|CHC|CLH|Cla|Clh|D-Chc|chc|chc1|dCHC|l(1)13Fb|l(1)G0438|l(1)VI
FBgn0000320	eya	eyes absent	24582246|BcDNA:LD16029|CG9554|CLI|CLIFT|Clift|EY2-1|EYA|Eya|Eyes absent|cli|cli/eya|dEYA|del1|eay|ey-2|eyes absent
FBgn0000324	clm	clumpy marginals	
FBgn0000325	clo	close down	
FBgn0000326	clt	cricklet	CG9858|Est-R|anon-57Fb
FBgn0000327	clv-1	cloven thorax 1	
FBgn0000328	clv-2	cloven thorax 2	Clv
FBgn0000329	clw	clubwing	
FBgn0000330	cm	carmine	AP-3|AP-3mu|AP-3μ|AP3mu3|AP3μ3|CG3035|CG32731|Dmu3|Dμ3|Mu3|ap-3|apm3|cg3035|l(1)VEM119|mu3|mu3|μ3
FBgn0000331	Crimp	Crimp	Cm
FBgn0000332	Cma	Comma	
FBgn0000333	cmd	carminoid	
FBgn0000334	cml	caramel	
FBgn0000335	cmp	crumpled	cm
FBgn0000336	cmt	comet	
FBgn0000337	cn	cinnabar	CG1555|Dmel\cn|KMO
FBgn0000339	cni	cornichon	BG:DS02740.13|CG5855|Cni|IV|anon-35Fe|spnG
FBgn0000341	Coa	Coarse	
FBgn0000342	coc	collapsed ocelli	
FBgn0000343	coi	coitus interruptus	
FBgn0000344	compressed	compressed	com
FBgn0000345	com-d	compressed dilapidator	
FBgn0000346	comt	comatose	CG 1618|CG1618|Comt|DmNSF|NSF|NSF 1|NSF-1|NSF1|Nsf|Nsf1|com|dNSF|dNSF-1|dNSF1|dNsf1|dnsf1
FBgn0000347	condensed	condensed	con
FBgn0000348	cop	copper	
FBgn0000350	corr	corrugated wing	
FBgn0000351	cort	cortex	CG11330|Cort|cor
FBgn0000352	cos	costa	CG1708|COS2|COS[2]|COS[2]|Cos|Cos-2|Cos2|Cos[2]|Cos[2]|Costal2|DmCos2|KIF26A/B|Kif7|cos-2|cos2|l(2)161/28|l(2)cos[[2]]|l(2)cos[[2]]|l(2)k16101|l(2)k16128
FBgn0000354	cp	clipped	Cp|E(nd)88
FBgn0000355	Cp15	Chorion protein 15	C.s15|CG6519|Cs15|Dms15|E6|S15|cp15|melcp15|s-15|s15|s15-1
FBgn0000356	Cp16	Chorion protein 16	CG6533|CP16|Dms16|Ov31|S16|X16715|cp16|melcp16|s16|s16-1
FBgn0000357	Cp18	Chorion protein 18	ACE3|CG6517|CP18|Dms18|E5|S-18|S18|cp18|s-18|s18|s18-1
FBgn0000358	Cp19	Chorion protein 19	C.s19|CG6524|CP19|Dms19|S19|cp19|s19|s19-1
FBgn0000359	Cp36	Chorion protein 36	CG1478|CP36|Dms36|E4|S36|cp36|dec-2|dec2|dec[[2]]|dec[[2]]|fs(1)C2|s36|s36-1|s365
FBgn0000360	Cp38	Chorion protein 38	ACE1|CG11213|CP38|Dms38|E3|S38|cp38|s38|s38-1
FBgn0000361	Cp70	Chorion protein 70	s70
FBgn0000362	cpl	cupola	
FBgn0000364	Cpt	Clipt	CPTI
FBgn0000365	cpw	canopy wing	
FBgn0000366	cr-3	cream 3	
FBgn0000367	cra	crack	
FBgn0000369	cr-b	cream b	
FBgn0000370	crc	cryptocephal	929|ATF-4|ATF4|ATF4/crc|Atf4|CG8669|Crc|DM6|Ire1|atf4|dATF-4|dATF4|dAtf4|l(2)crc
FBgn0000371	crib	cribble	
FBgn0000372	cripA	crippled A	crpA
FBgn0000373	cripB	crippled B	
FBgn0000374	cripC	crippled C	
FBgn0000375	crooked-setae	crooked setae	crk
FBgn0000376	crm	cramped	CG2714|Crm|EG:95B7.2|ZW-9|l(1)3C1|l(1)3Ca|l(1)zw9|sa|sta[P]|sta[P]|swa|zw-9|zw9
FBgn0000377	crn	crooked neck	62D9.a|CG18842|CG3193|Crn|EG:30B8.1|N10|N5|RC63|l(1)2|l(1)2Fa|l(1)CRN|l(1)N7|l(1)crn|l30|yok
FBgn0000378	crt	crumpled tips	
FBgn0000379	cru	cream underscored	cr-u
FBgn0000380	cs	creased	CS
FBgn0000382	csw	corkscrew	19-106|CG3954|CSW|Csw|Csw/Shp2|E(sev)1A|EG:BACN25G24.2|SHP-2|Shp-2|Shp2/csw|anon-WO03040301.207|anon-WO03040301.209|anon-WO03040301.219|csw/SHP-2|l(1)2Db|l(1)2Dd|l(1)G0170|l(1)GA114|l(1)csw
FBgn0000384	cta	concertina	CG17678|CG40010|Concertina|Cta|GNA12/13|Galpha|Gα|Galpha12/13|Gα12/13|Galpha[[12/13]]|Gα[[12/13]]|conc|mat(2)cta|mat(2)fog
FBgn0000385	ctl	coatless	
FBgn0000386	ctt	contorted	
FBgn0000388	Curl	Curl	Cd|Coi|Cu
FBgn0000389	Cu-3	Curled 3	Cur
FBgn0000391	cui	curvi	
FBgn0000392	cup	cup	CG11181|CUP|Cup|DmCup|fs(1)cup|fs(2)cup|i239
FBgn0000393	cur	curvoid	
FBgn0000394	cv	crossveinless	CG12410|Cv|Tsg2|cv-1|tsg2
FBgn0000395	cv-2	crossveinless 2	BMPER|CG15671|CT35855|CV2|Cv 2|Cv-2|Cv2|cv 2|cv2
FBgn0000396	cv-b	crossveinless b	
FBgn0000399	cvl-5	crossveinless-like 5	cvl
FBgn0000400	cvw	convexwing	
FBgn0000401	cx	curlex	
FBgn0000402	cxb	calyx bulging	
FBgn0000404	CycA	Cyclin A	0033/02|0040/24|0046/23|0104/07|0245/34|0521/06|0545/13|1329/16|1449/05|CG5940|CLD3|CYCA|CYCLIN A|Cyc A|Cyclin A|CyclinA|DmcycA|S(rux)3B|anon-WO0140519.128|cycA|cyclin A|dCycA|hari|l(3)03946|l(3)183|l(3)68Ea|l(3)j3C8|l(3)neo114|l(3)rsg11|rsg11
FBgn0000405	CycB	Cyclin B	2g|3510|CG3510|CYC-B|CYCB|CYCLIN B|Cyc B|Cycb|Cyclin B|Cyclin B1|DmcycB|chr2R:18312808..18312907|cyc B|cyc-B|cycB|cycb|cyclin B|cyclinB|mAbF2F4
FBgn0000406	Cyt-b5-r	Cytochrome b5-related	CG13279|Cyt-b|Cyt-b5|Cytb|Cytb5|Cytb5r|TU-36B|TU36B
FBgn0000411	D	Dichaete	CG5893|DM10|DM23|DM33|DM36|DM63|Dic|Dichaete|SOX70|SOX70D|SOXB2.1|SOXDP|Sox B2-1|Sox70|Sox70D|Sry-rDM10|Sry-rDM23|Sry-rDM33|Sry-rDM36|Sry-rDM63|fish|l(3)LG9|loD
FBgn0000412	D1	D1 chromosomal protein	CG9745|EP(3)0473|HMGI|RE69409|dD1|dHMGx
FBgn0000414	Dab	Disabled	CG9695|cDNA C|dab
FBgn0000415	dal	daughterless-like	DAL
FBgn0000416	Sap-r	Saposin-related	Apa|BcDNA:GH08312|CG12070|DAPA|Ov9|P110|Sap-R|Sapr|anon-EST:ParkEST270|sap-r
FBgn0000419	db	dark body	
FBgn0000420	dbl	dichaete beadex lethal	
FBgn0000421	displaced	displaced	dd
FBgn0000422	Ddc	Dopa decarboxylase	AADC|CG10697|DDC|DdcDm|Dopa decarboxylase|ddc|fDDC|l(2)37Bl|l(2)37Ch|l(2)k02104
FBgn0000423	ddl	displaced-like	dd[3]|dd[3]
FBgn0000424	de	deacon	
FBgn0000425	DebA	Developmental embryonic A	CG17967|Deb|Deb-A
FBgn0000426	SmF	Small ribonucleoprotein particle protein SmF	BcDNA:GM23968|CG16792|Deb|Deb-B|DebB|F-Sm|dF|deb-b|snRNP-F
FBgn0000427	dec	defective chorion	39051|CG2175|Fc|Fc1|Fcp7C|dec|dec-1|dec1|dec[[1]]|dec[[1]]|fs(1)11-549|fs(1)12-1873|fs(1)12-2514|fs(1)12-3512|fs(1)12-365|fs(1)12-3907|fs(1)12-403|fs(1)12-4860|fs(1)13-453|fs(1)13C-57|fs(1)13C-73|fs(1)14-963|fs(1)14A-114|fs(1)14E19|fs(1)1501|fs(1)384|fs(1)5|fs(1)A257|fs(1)A384|fs(1)C1|fs(1)M102|fs(1)M1021
FBgn0000431	den	denervated	
FBgn0000432	dep	depressed	
FBgn0000433	depl	depressed-like	dep[r]|dep[r]
FBgn0000434	der	deranged	
FBgn0000437	df	defective	
FBgn0000438	dfa	deformed antennae	
FBgn0000439	Dfd	Deformed	BG:DS00276.5|CG2189|DFD|DmDfd|EbR11|dfd|l(3)84Ae
FBgn0000440	dft	deformed tergites	
FBgn0000441	dfw	deflected wing	
FBgn0000442	Pkg21D	Protein kinase, cGMP-dependent at 21D	CG3324|DG1|Dg1|PKG|PKG 21D|PKG-21D|PKG1|PKG21D|Pkg1|cGMP|dg1|pkg21D
FBgn0000444	dg-a	degenerated spermatheca	
FBgn0000446	dhm	dark hairy margins	
FBgn0000447	Dhod	Dihydroorotate dehydrogenase	CG9741|DHOD|DHODH|dhod|l(3)s3512
FBgn0000448	Hr3	Hormone receptor 3	12.6|2.4|CG11823|CG12208|CG33183|D|DHR3|Dhr3|DmHr3|DmRORalpha|DmRORα|HR3|Hr3|Hr46|NR1F4|dHR3|dhr3|hr46|l(2)46CFi|l(2)k09242
FBgn0000449	dib	disembodied	302a1|CG12028|CYP302A1|Cyp|Cyp27|Cyp302a1|Dib|l(3)64Ak|l(3)SH14|l(3)dib
FBgn0000450	dic	dicephalic	
FBgn0000451	ect	ectodermal	CG11965|CG6611|DROECT|Difl|Ifl
FBgn0000452	dil	dilute	
FBgn0000454	Dip-B	Dipeptidase B	CG9285|DipB
FBgn0000455	Dip-C	Dipeptidase C	CG5663|dipC
FBgn0000458	dis	distorted eye	
FBgn0000459	disco	disconnected	CG9908|DISCO|Disco|disc
FBgn0000460	Daughter-killer	Daughter killer	Dk
FBgn0000463	Dl	Delta	0495/20|0926/11|1053/14|1119/09|1304/03|1423/11|1440/11|1485/04|C1|CG3619|CT12133|D|D1|DL|Delta|Deltal|E(ls)2|EC3-5|anon-WO0118547.269|delta|delta D1|dl|dmDelta|l(3)05151|l(3)92Ab|l(3)j8C3
FBgn0000464	Lar	Leukocyte-antigen-related-like	CG10443|DLAR|DLar|Dlar|LAR|PTP38A|Ptp38A|dlar|lar
FBgn0000469	dlmd	dorsal longitudinal muscle-defective	
FBgn0000470	dlv	deltoid veins	
FBgn0000471	Dly	Delayed recovery	
FBgn0000473	Cyp6a2	Cytochrome P450 6a2	143127_at|6a2|91-R|91R|CG9438|CYP6A2|CYP6a2|Cyp6A2|Cyp6a|Cyt-P450-B1|P-450|P-450-B|P450|P450-B|P450-B1|cyp6a2
FBgn0000475	dn		
FBgn0000477	DNaseII	Deoxyribonuclease II	CG7780|DNase|DNase 1|DNase II|DNase-1|DNase1|dDNase II|dnaseII|dnaseII[lo]|dnaseII[lo]
FBgn0000478	DNase2	Deoxyribonuclease 2	dnase2
FBgn0000479	dnc	dunce	CG10791|CG10792|CG10797|CG14267|CG14268|CG32498|DNC|Dnc|Dunce|Dunce PDE|EG:140G11.4|EG:96G10.7|EG:BACN05I09.3|EG:BACN5I9.2|PDE|PDE4|PDEII|dunce|fs(1)M42
FBgn0000482	dor	deep orange	CG3093|DOR|Deep-orange|Dof|Dor|EG:171E4.1|FI09617|Vps18|Vps18/dor|dor1|l(1)2Be|l(1)2Bw|l(1)7|l(1)76|vps18
FBgn0000483	dotted	dotted	dot
FBgn0000484	double	double	
FBgn0000485	dow	downy	
FBgn0000489	Pka-C3	Protein kinase, cAMP-dependent, catalytic subunit 3	5-23|CG6117|DC2|Dpck|PKA|PKA C3|PKA-C-3|PKA-C3|PKAC3|Pk72A|Pk?5|pka-C3
FBgn0000490	dpp	decapentaplegic	BMP|Bmp|CG9885|DPP|DPP-C|Dm-DPP|DmDPP|Dpp|Dpp/TGFbeta|Dpp/TGFβ|Hin-d|M(2)23AB|M(2)LS1|TGF-b|TGF-beta|TGF-beta|TGF-β|TGFbeta|TGFβ|Tg|Tgfbeta|Tgfβ|blk|ho|l(2)10638|l(2)22Fa|l(2)k17036|shv
FBgn0000491	droopy	droopy	dr
FBgn0000492	Dr	Drop	153515_at|99B|CG1897|Dr/Msh|Dr/msh|Drop|Msh|Msx|l(3)FA30|ltt|msh|msh-1|msh1
FBgn0000493	drb	dark red brown	
FBgn0000495	drg	dregs	dreg
FBgn0000496	drw	droopy wings	dr
FBgn0000499	dsh	dishevelled	CG1720|CG18361|DSH|DVL1-3|Dm Dsh|Dsh|Dvl|dishevelled|l(1)10Bd|l(1)G0267|l(1)G17|l(1)dsh
FBgn0000500	Dsk	Drosulfakinin	BcDNA:RH46857|CCK|CG18090|DSK|DSK I|DSK II|DSK-0|DSK-1|DSK-2|DSK-I|Drm-SK|Drm-SK-0|Drm-SK-1|Drm-SK-2|DrmSK-I|DrmSK-II|Drosulfakinin 1|Drosulfakinin 2|SK|SK-0|dsk
FBgn0000501	dsp	dispersed	Dsp
FBgn0000502	dsr	disrupted	
FBgn0000503	dss	disturbed segmentation	
FBgn0000504	dsx	doublesex	CG11094|DSX|DSXF|DSXM|Dmdsx|Dsx|Hr|doublesex|dsxF|dsxM|ix-62c
FBgn0000505	dsx-c21C	doublesex cognate 21C	dsx-c21
FBgn0000506	dsx-c50F	doublesex cognate 50F	dsx-c50
FBgn0000507	anon-61Fa	anon-61Fa	dsx-c61F
FBgn0000508	dsx-c88D	doublesex cognate 88D	dsx-c88
FBgn0000509	anon-100Ca	anon-100Ca	dsx-c100C
FBgn0000510	Dt	Detached	
FBgn0000511	du	dunkel	
FBgn0000512	dv	divergent	aea
FBgn0000514	dvr	divers	
FBgn0000515	dvw	divergent wings	
FBgn0000516	dw	dwarf	
FBgn0000517	dw-24E	dwarf 24F	dw-24F
FBgn0000518	dw-b	dwarf b	
FBgn0000519	dwf	dwarfoid	
FBgn0000520	dwg	deformed wings	CG2711|CG2714|DWG|EG:95B7.6|SBP|Sbp|ZW-5|ZW5|Zw-5|Zw5|l(1)3Be|l(1)zw5|ves|zw-5|zw5
FBgn0000522	dwu	dwarf unexpanded	
FBgn0000523	dwx	dwarfex	
FBgn0000524	dx	deltex	CG3929|DMDELTEX|Deltex|Dlx|Dx
FBgn0000526	dusky-body	dusky body	dyb
FBgn0000527	e	ebony	CG3331|Ebony|ebony
FBgn0000528	E81	E81	
FBgn0000529	bsh	brain-specific homeobox	BSH|Bsh|CG10604|E86|Hox11-310|lambdaE86|λE86
FBgn0000531	E103	E103	90Bre
FBgn0000532	E111	E111	
FBgn0000533	ea	easter	CG4920|EA|Ea|SP24|c-SP24|cSP24
FBgn0000534	E(ade2)	Enhancer of ade2	
FBgn0000535	eag	ether a go-go	CG10952|CIKE|EAG|Eag
FBgn0000536	eas	easily shocked	CG3525|EP770|EtnK|PC80|RE10142|RH11|ala
FBgn0000537	eay	early	
FBgn0000538	eb	extra bristles	
FBgn0000539	E(B)	Enhancer of Bar	Eb|I|i
FBgn0000541	E(bx)	Enhancer of bithorax	CG10894|CG17135|CG32346|CG32478|CG7022|E(BX)|E(Bx)|Ebx|En-bx|NURF|NURF 215|NURF-215|NURF-301|NURF215|NURF301|NuRF301|Nurf|Nurf 301|Nurf-215|Nurf301|dNURF|dNURF301|e(Bx)|e(bx)|l(3)122|l(3)ry122|nurf301|p215|p301
FBgn0000542	ec	echinus	CG2904|EG:EG0002.3|Ec|Q1W9Q0|echinus
FBgn0000543	ecd	ecdysoneless	CG5714|Ecd|ecd-1|ecd1|ecdl|l(3)62Db|l(3)ecd|l(3)ecd-1|l(3)ecd1
FBgn0000544	ecl	echinus-like	Ecl
FBgn0000545	Extra-combs	Extra combs	Eco
FBgn0000546	EcR	Ecdysone receptor	CG1765|CG8347|DEcR|Dhr23|DmEcR|ECR|ECR-C|EcR-A|EcR-B|EcR-B1|EcR1b|EcRA|EcRB|EcRB-1|EcRB1|EcRC|EcdR|Ecr|Ecr1B|EcrB1|NR1H1|USP|Usp|anon-WO0229075.1|dECR|dmEcR|ecr|lie|ms(2)06410|ms(2)42A|snt
FBgn0000547	ed	echinoid	1X5|CG12676|CG15424|CG16842|CT13476|CT35484|E(Elp)24D|E(Elp)[24D]|E(Elp)[24D]|Echinoid|Ed|l(2)k01102
FBgn0000548	E(da)	Enhancer of daughterless	
FBgn0000549	Edg43A	Ecdysone-dependent gene at 43A	EDg43|Edg42A
FBgn0000550	Edg64CD	Ecdysone-dependent gene 64CD	Edg64
FBgn0000551	Edg78E	Ecdysone-dependent gene 78E	CG7673|DMLCP78|DmelEdg78E|EDG-78|EDG78|EDG78E|Edg78|Edg78e
FBgn0000552	Edg84A	Ecdysone-dependent gene 84A	BG:DS00004.8|CG2345|DM-EDG84|DmelEDG84A|EDG-84|EDG-84A|EDG84|EDG84A|Edg84|cc1
FBgn0000553	e(dpy[v])	enhancer of dumpy-vortex	e(dp[v])|e(dp[v])|vo-3
FBgn0000554	ee	extra eye	
FBgn0000555	E(f)	Enhancer of forked	I-f|If
FBgn0000557	eEF1α2	eukaryotic translation elongation factor 1 alpha 2	CG1873|EF-1|EF-1alpha|EF-1α|EF-1alpha F2|EF-1α F2|EF1-a 100E|EF1-alpha|EF1-alpha|EF1-α|EF1A|EF1a|EF1alpha|EF1α|EF1alpha100|EF1α100|Ef1 alpha100E|Ef1a-100E|Ef1a48|Ef1alpha100E|Ef1alpha100E|Ef1α100E|Ef1alpha2|Ef1α2|Efla2|F2|eEF1alpha|eEF1α|ef-1alpha|ef-1α
FBgn0000559	eEF2	eukaryotic translation elongation factor 2	CG2238|EF-2|EF-2b|EF2|EF2B|EF2b|Ef2|Ef2B|Ef2b|anon-EST:Liang-1.44|chr2L:21668915..21669164|clone 1.44|eEF2|eF2|ef2b
FBgn0000560	eg	eagle	CG7383|EGON|Eg|Egl|Egon|NR0A3|T1|eag|eagle|egl|egon|spy
FBgn0000562	egl	egalitarian	CG4051|EGL|Egl|egal
FBgn0000564	Eh	Eclosion hormone	CG5400|DMEHAB|Drm-EH|EH|EHAB|eh
FBgn0000565	MsrA	Methionine sulfoxide reductase A	CG7266|DROZ60MEX|EiP71CD|Eip28|Eip28 /29|Eip28/29|Eip71C|Eip71CD|MSRA|MsrA|dMsrA|dmsrA|eip28/29|msrA
FBgn0000566	Eip55E	Ecdysone-induced protein 55E	CG5345|CSE|Cth|EIP40|Eip40|Eip55BD|LD22255|cse
FBgn0000567	Eip74EF	Ecdysone-induced protein 74EF	3.3|74EF|CG32180|CG6273|CG6285|E-74|E74|E74-B|E74A|E74A/B|E74B|E75|ECIP|EcI|Eip74|Eip74 A|Eip74A|Eip74E|e74|e74B|e74b|eip74EF|eip74ef|l(3)24|l(3)neo24|mE74
FBgn0000568	Eip75B	Ecdysone-induced protein 75B	57B|75B|BcDNA:GM02640|CG8127|DmE75|DmE75A|DmE75B|E75|E75-C|E75A|E75B|E75C|EP1121b|EiP75|Eip75|Eip75 A|Eip75A|Mgn00274|NR1D3|REV-ERB&agr|Rev-Erb|anon-WO0172774.31|anon-WO0172774.32|dE75|eip75B|eip75a|l(3)07041|l(3)j11A6|l(3)j12E8|l(3)j3A6|l(3)j5E1|l(3)neo25
FBgn0000571	extra-lamina-fiber	extra lamina fiber	H37|elf|opm37
FBgn0000573	elr	elliptical rough	
FBgn0000574	elyC	early C	ely-C
FBgn0000575	emc	extra macrochaetae	0094/26|0203/10|0587/01|0977/09|Ach|CG1007|Dm0688|Emc|bHLHb28|gov|l(3)04322|l(3)05592|l(3)61Da|l(3)j4E11|ms(3)61CD
FBgn0000576	ems	empty spiracles	CG2988|E4|EMS|Ems|W13|ant|empty spiracles
FBgn0000577	en	engrailed	153867_at|Apa|CG9015|EN|En|EnR|Eng|Engr|Engrailed|Engrailed/Invected|Es|V|en1|engrailed|spa2|spt
FBgn0000578	ena	enabled	CG15112|ENA/VASP|Ena|Enabled|Enb|VASP|Vasp|enb|l(2)02029
FBgn0000579	Eno	Enolase	BEST:LD15491|CG17654|CT32526|DmENO|ENOA|Eno2|T18|anon-WO0153538.76|eno
FBgn0000580	eor	extra organs	12|17|A7|E54|N-30|eo|l(1)17-252|l(1)20Aa|l(1)20Af|l(1)E-54|lA7|lN-30
FBgn0000581	E(Pc)	Enhancer of Polycomb	CG7776|E(PC)|E(pc)|GH05739|GH14582|III|anon-48Ac|e(Pc)|e(pc)|l(2)28-28-12
FBgn0000582	eq	equational producer	
FBgn0000583	eql	equatorial-less	
FBgn0000584	Erect	Erect	Er
FBgn0000585	erratic	erratic	err|l(2)31El
FBgn0000586	es	ether-sensitive	
FBgn0000587	E(S)	Enhancer of Star	
FBgn0000588	esc	extra sexcombs	CG14941|ESC|Esc|L41867|dESC|sc
FBgn0000589	E(SD)	Enhancer of Segregation Distorter	E(Sd)
FBgn0000590	e(sei)	enhancer of seizure	
FBgn0000591	E(spl)m8-HLH	Enhancer of split m8, helix-loop-helix	CG8365|E(Spl)|E(spl)|E(spl) m8|E(spl)-C|E(spl)-M8|E(spl)-m8|E(spl)M8|E(spl)bHLH|E(spl)m8|En(spl)|En(spl)-C|Enhancer of split m8|Espl|HES|HLHm8|Hes|M8|Su(H)[[m8]]|Su(H)[[m8]]|anon-EST:Liang-1.71|bHLHb36|clone 1.71|e(spl)|l(3)96Fd|m8
FBgn0000592	Est-6	Esterase 6	CG6917|EST-5|EST-6|EST6|Est|Est 6|Est-5|Est-5B|Est-D|Est6|est-6|est6
FBgn0000594	Est-P	Esterase P	CG17148|EST-5|EST7|ESTP|Est-5|Est-7|Est7|EstP|PsiEst-6|ΨEst-6|est-P|psiEst-6|ψEst-6|yEst-6|yEst6
FBgn0000595	Etd	Eye tissue determiner	
FBgn0000597	E(var)87F	Enhancer of variegation 3	E(var)3|E(var)3-3|E(var)8|E-var(3)3
FBgn0000599	E(var)26A	Enhancer of variegation 26A	E(var)162|E-var(2)1
FBgn0000600	E(var)88D	Enhancer of variegation 88D	
FBgn0000601	E(var)100C-F	Enhancer of variegation 100	E(var)100|E(var)100CF
FBgn0000602	E(var)301	Enhancer of variegation 301	En(var)301
FBgn0000603	E(var)302	Enhancer of variegation 302	En(var)302
FBgn0000604	E(var)303	Enhancer of variegation 303	En(var)303
FBgn0000605	E(var)c101	Enhancer of variegation c101	E(var)c[101]|E(var)c[101]|E-var(3)1
FBgn0000606	eve	even skipped	10.5|10.9|14.10|20.35|CG2328|Dm-eve|E(eve)|EVE|Eve|Even|F|V|VI|dm-eve|eve2|even|l(2)46CFg|l(2)46CFh|l(2)46CFj|l(2)46CFp|l(2)46Ce|l(2)46Cg
FBgn0000607	E(w[a])	Enhancer of white-apricot	
FBgn0000608	e(w[e])	enhancer of white-eosin	en-w[e]|en-w[e]
FBgn0000611	exd	extradenticle	CG8933|DExd|Dm-EXD|Dpbx|EXD|Exd|Pbx1|anon-EST:fe1H3|l(1)IV|lincRNA.S9404|td48
FBgn0000612	exi	exigous	
FBgn0000614	Ext	Extras	
FBgn0000615	exu	exuperantia	CG8994|Exu|bs30h09.y1|exu1
FBgn0000617	Taf9	TBP-associated factor 9	CG6474|E(y)1|TAF40|TAF40/42|TAF40/42/e(y)1|TAF42|TAF9|TAFII40|TAFII40(42)|TAF[II]40|TAF[II]40|TAF[[II]]|TAF[[II]]|TAF[[II]]40|TAF[[II]]40|TAF[[II]]40/42|TAF[[II]]40/42|TAF[[II]]42|TAF[[II]]42|TFIID|TFIID 42|TFIID-p42|Taf40|Taf42|Taf9|TafII40|Taf[[II]]40|Taf[[II]]40|d40|dTAF42|dTAF9|dTAFII42|dTAF[[40]]|dTAF[[40]]|dTAF[[II]]40|dTAF[[II]]40|dTAF[[II]]42|dTAF[[II]]42|dTaf9|dmTAF9|dmTaf9|dme-TAFII40|e(y)1|e(y)4|e(y)[1]|e(y)[1]|p42|taf40/e(y)1|taf9
FBgn0000618	e(y)2	enhancer of yellow 2	CG15191|E(y)2|ENY2|LBC|Sus1|d|dE(y)2|dENY2|de(y)2|e(y)[2]|e(y)[2]|e(y2)
FBgn0000621	e(y)5	enhancer of yellow 5	
FBgn0000622	e(y)6	enhancer of yellow 6	
FBgn0000624	Eye	Eyeless dominant on 2	ey-II[D]|ey-II[D]
FBgn0000625	eyg	eyegone	BK27|Bk27|CG10488|EYG|Eyg|lun
FBgn0000626	eyh	eyelisch	
FBgn0000627	Eyl	Eyeluf	
FBgn0000628	eym	eye missing	
FBgn0000629	E(z)	Enhancer of zeste	CG6502|E(Z)|E(z)1|EZ|EZH1/2|EZH2|E[z]|Ez|Ezh2|Su(z)301|l(3)1902|l(3)67Fa|l(3)B12|l(3)SG17|l(3)ds12|pco|pco/E(z)
FBgn0000631	fai	faint	
FBgn0000632	fap	female abdomen pattern	
FBgn0000633	tei	teiresias	CG17716|CT39263|fas
FBgn0000635	Fas2	Fasciclin 2	1D4|Ab 1D4|CG3665|CT12301|EG:EG0007.3|FAS 11|FAS II|FAS2|FASII|Fas|Fas 2|Fas II|Fas-II|FasII|Fasc II|FascII|Fasii|MAB1D4|anon-EST:Liang-1.60|clone 1.60|fas II|fas-II|fas2|fasII|fasciclin II|l(1)G0032|l(1)G0048|l(1)G0081|l(1)G0293|l(1)G0336|mAB1D4|mAb 1D4|mAb1D4
FBgn0000636	Fas3	Fasciclin 3	CG5803|FAS III|FAS3|FASIII|Fas|Fas III|Fas-3|Fas-III|FasIII|FascIII|fas III|fas-III|fas3|fasIII|fascIII
FBgn0000637	fbr	fine bristles	fb
FBgn0000639	Fbp1	Fat body protein 1	CG17285|DmeFBP1|FBP-1|FBP1|FbP1|Fbp-1|LP07910p|P1|fbp-1|fbp1
FBgn0000640	Fbp2	Fat body protein 2	CG3763|FBP2|Fbp-2|P6|T19
FBgn0000641	fc	faulty chaetae	
FBgn0000642	fch	fragile chorion	
FBgn0000643	fcl	foreclosed	
FBgn0000644	Fcp3C	Follicle cell protein 3C	CG4015|EG:140G11.2|Ecp3C|VMP3C
FBgn0000648	fd	furled	
FBgn0000649	fdg	fibrillar dysgenesis	l(1)fdg|l(1)fibrillardysgenesis
FBgn0000650	febA	feeding behavior A	
FBgn0000651	febB	feeding behavior B	
FBgn0000653	ff	fluff	
FBgn0000655	fi	frail	
FBgn0000656	fil	fine lash	
FBgn0000657	fin	finer	
FBgn0000658	fj	four-jointed	CG10917|FJ|Fj|Fjx1
FBgn0000659	fkh	fork head	CG10002|Dm-FoxA|Dmfkh|FKH|Fkh|Sebp2|dFoxA
FBgn0000660	fl	fluted	
FBgn0000661	fl(1)302	female lethal 302	
FBgn0000662	fl(2)d	female lethal d	CG6315|Fl(2)d|Fl(2d)|v(2)k16105
FBgn0000663	fla	flat eye	
FBgn0000664	fle	femaleless	file(3)100|fle(3)100
FBgn0000666	fli-385	flightless 385	
FBgn0000667	Actn	α actinin	ACTN|CG4376|CT14163|CT14232|EG:133E12.1|GA17|HM-29|actn|alpha-actinin|α-actinin|alphaActn|αActn|fliA|l(1)2Cb|l(1)EA82|y
FBgn0000668	fliB	flightless B	
FBgn0000669	fliC	flightless C	
FBgn0000670	fliD	flightless D	
FBgn0000671	fliE	flightless E	
FBgn0000672	fliG	flightless G	
FBgn0000674	flo	fiber loop	flo[N115]|flo[N115]
FBgn0000675	flp	flipper	
FBgn0000677	flrd397	flight reduced 397	flrd-397
FBgn0000678	flrdA	flight reduced A	
FBgn0000679	flrdB	flight reduced B	
FBgn0000680	flrdC	flight reduced C	
FBgn0000681	flrdD	flight reduced D	
FBgn0000682	flrdE	flight reduced E	
FBgn0000683	flrdF	flight reduced F	
FBgn0000684	flrdG	flight reduced G	
FBgn0000685	flrdH	flight reduced H	
FBgn0000686	l(1)adl16	lethal (1) adl16	flrdI|l(1)DC359|l(1)DC836|l(1)adl-16
FBgn0000687	flrdJ	flight reduced J	flrdI
FBgn0000688	flrdL	flight reduced L	
FBgn0000689	flrdM	flight reduced M	
FBgn0000690	flrdN	flight reduced N	
